pair,task,method,method_family,window,ratio_or_scale,n,score_mean,budget_mean,query_budget_mean,run_dir
pair1_llama31_same,multifieldqa_en,random,random,,0.3,150,0.386667,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_random/random_r0.3_0708_2104
pair1_llama31_same,multifieldqa_en,random,random,,0.5,150,0.506667,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_random/random_r0.5_0708_2149
pair1_llama31_same,multifieldqa_en,receiver,receiver,16,0.3,150,0.513333,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver/receiver_w16_r0.3_0708_2127
pair1_llama31_same,multifieldqa_en,receiver,receiver,16,0.5,150,0.52,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver/receiver_w16_r0.5_0708_2212
pair1_llama31_same,multifieldqa_en,receiver,receiver,8,0.3,150,0.506667,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver/receiver_w8_r0.3_0708_2110
pair1_llama31_same,multifieldqa_en,receiver,receiver,8,0.5,150,0.526667,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver/receiver_w8_r0.5_0708_2154
pair1_llama31_same,multifieldqa_en,receiver_recency,receiver_recency,16,0.3,150,0.513333,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.3_0708_2138
pair1_llama31_same,multifieldqa_en,receiver_recency,receiver_recency,16,0.5,150,0.52,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.5_0708_2224
pair1_llama31_same,multifieldqa_en,receiver_recency,receiver_recency,8,0.3,150,0.5,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.3_0708_2121
pair1_llama31_same,multifieldqa_en,receiver_recency,receiver_recency,8,0.5,150,0.506667,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.5_0708_2206
pair1_llama31_same,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.3,150,0.513333,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0708_2133
pair1_llama31_same,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.5,150,0.52,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0708_2218
pair1_llama31_same,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.3,150,0.5,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0708_2116
pair1_llama31_same,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.5,150,0.533333,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0708_2200
pair1_llama31_same,multifieldqa_en,value_norm,value_norm,,0.3,150,0.333333,0.321867,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_value_norm/value_norm_r0.3_0708_2100
pair1_llama31_same,multifieldqa_en,value_norm,value_norm,,0.5,150,0.386667,0.515613,,snapshots/score_function_ablation/pair1_llama31_same/multifieldqa_en/mtc_value_norm/value_norm_r0.5_0708_2144
pair1_llama31_same,musique,random,random,,0.3,500,0.166,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_random/random_r0.3_0708_1957
pair1_llama31_same,musique,random,random,,0.5,500,0.332,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_random/random_r0.5_0708_2031
pair1_llama31_same,musique,receiver,receiver,16,0.3,500,0.462,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver/receiver_w16_r0.3_0708_2015
pair1_llama31_same,musique,receiver,receiver,16,0.5,500,0.474,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver/receiver_w16_r0.5_0708_2048
pair1_llama31_same,musique,receiver,receiver,8,0.3,500,0.48,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver/receiver_w8_r0.3_0708_2003
pair1_llama31_same,musique,receiver,receiver,8,0.5,500,0.484,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver/receiver_w8_r0.5_0708_2036
pair1_llama31_same,musique,receiver_recency,receiver_recency,16,0.3,500,0.45,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_recency/receiver_recency_w16_r0.3_0708_2024
pair1_llama31_same,musique,receiver_recency,receiver_recency,16,0.5,500,0.478,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_recency/receiver_recency_w16_r0.5_0708_2056
pair1_llama31_same,musique,receiver_recency,receiver_recency,8,0.3,500,0.474,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_recency/receiver_recency_w8_r0.3_0708_2011
pair1_llama31_same,musique,receiver_recency,receiver_recency,8,0.5,500,0.478,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_recency/receiver_recency_w8_r0.5_0708_2044
pair1_llama31_same,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.3,500,0.462,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0708_2019
pair1_llama31_same,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.5,500,0.476,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0708_2052
pair1_llama31_same,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.3,500,0.494,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0708_2007
pair1_llama31_same,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.5,500,0.484,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0708_2040
pair1_llama31_same,musique,value_norm,value_norm,,0.3,500,0.322,0.321839,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_value_norm/value_norm_r0.3_0708_1954
pair1_llama31_same,musique,value_norm,value_norm,,0.5,500,0.406,0.515677,,snapshots/score_function_ablation/pair1_llama31_same/musique/mtc_value_norm/value_norm_r0.5_0708_2028
pair6_llama32_abliterated_deepseek3b,hotpotqa,random,random,,0.3,500,0.406,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_random/random_r0.3_0708_2232
pair6_llama32_abliterated_deepseek3b,hotpotqa,random,random,,0.5,500,0.558,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_random/random_r0.5_0708_2250
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver,receiver,16,0.3,500,0.668,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/receiver_w16_r0.3_0708_2241
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver,receiver,16,0.5,500,0.694,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/receiver_w16_r0.5_0708_2259
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver,receiver,8,0.3,500,0.646,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/receiver_w8_r0.3_0708_2234
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver,receiver,8,0.5,500,0.702,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/receiver_w8_r0.5_0708_2252
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_recency,receiver_recency,16,0.3,500,0.666,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_recency/receiver_recency_w16_r0.3_0708_2246
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_recency,receiver_recency,16,0.5,500,0.698,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_recency/receiver_recency_w16_r0.5_0708_2304
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_recency,receiver_recency,8,0.3,500,0.648,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_recency/receiver_recency_w8_r0.3_0708_2239
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_recency,receiver_recency,8,0.5,500,0.69,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_recency/receiver_recency_w8_r0.5_0708_2257
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,16,0.3,500,0.654,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0708_2244
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,16,0.5,500,0.698,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0708_2301
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,8,0.3,500,0.644,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0708_2236
pair6_llama32_abliterated_deepseek3b,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,8,0.5,500,0.698,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0708_2254
pair6_llama32_abliterated_deepseek3b,hotpotqa,value_norm,value_norm,,0.3,500,0.516,0.324936,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_value_norm/value_norm_r0.3_0708_2230
pair6_llama32_abliterated_deepseek3b,hotpotqa,value_norm,value_norm,,0.5,500,0.638,0.517928,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/hotpotqa/mtc_value_norm/value_norm_r0.5_0708_2248
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,random,random,,0.3,150,0.32,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_random/random_r0.3_0708_2350
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,random,random,,0.5,150,0.413333,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_random/random_r0.5_0709_0016
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver,receiver,16,0.3,150,0.466667,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/receiver_w16_r0.3_0709_0003
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver,receiver,16,0.5,150,0.486667,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/receiver_w16_r0.5_0709_0030
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver,receiver,8,0.3,150,0.466667,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/receiver_w8_r0.3_0708_2353
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver,receiver,8,0.5,150,0.48,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/receiver_w8_r0.5_0709_0019
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_recency,receiver_recency,16,0.3,150,0.48,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.3_0709_0010
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_recency,receiver_recency,16,0.5,150,0.48,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.5_0709_0037
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_recency,receiver_recency,8,0.3,150,0.46,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.3_0708_2359
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_recency,receiver_recency,8,0.5,150,0.46,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.5_0709_0027
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.3,150,0.473333,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0709_0006
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.5,150,0.473333,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0709_0034
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.3,150,0.466667,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0708_2356
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.5,150,0.48,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0709_0023
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,value_norm,value_norm,,0.3,150,0.326667,0.325,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_value_norm/value_norm_r0.3_0708_2347
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,value_norm,value_norm,,0.5,150,0.486667,0.517837,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_value_norm/value_norm_r0.5_0709_0013
pair6_llama32_abliterated_deepseek3b,musique,random,random,,0.3,500,0.182,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_random/random_r0.3_0708_2308
pair6_llama32_abliterated_deepseek3b,musique,random,random,,0.5,500,0.276,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_random/random_r0.5_0708_2329
pair6_llama32_abliterated_deepseek3b,musique,receiver,receiver,16,0.3,500,0.354,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver/receiver_w16_r0.3_0708_2319
pair6_llama32_abliterated_deepseek3b,musique,receiver,receiver,16,0.5,500,0.39,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver/receiver_w16_r0.5_0708_2339
pair6_llama32_abliterated_deepseek3b,musique,receiver,receiver,8,0.3,500,0.362,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver/receiver_w8_r0.3_0708_2311
pair6_llama32_abliterated_deepseek3b,musique,receiver,receiver,8,0.5,500,0.384,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver/receiver_w8_r0.5_0708_2331
pair6_llama32_abliterated_deepseek3b,musique,receiver_recency,receiver_recency,16,0.3,500,0.356,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_recency/receiver_recency_w16_r0.3_0708_2324
pair6_llama32_abliterated_deepseek3b,musique,receiver_recency,receiver_recency,16,0.5,500,0.39,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_recency/receiver_recency_w16_r0.5_0708_2344
pair6_llama32_abliterated_deepseek3b,musique,receiver_recency,receiver_recency,8,0.3,500,0.364,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_recency/receiver_recency_w8_r0.3_0708_2316
pair6_llama32_abliterated_deepseek3b,musique,receiver_recency,receiver_recency,8,0.5,500,0.384,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_recency/receiver_recency_w8_r0.5_0708_2336
pair6_llama32_abliterated_deepseek3b,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.3,500,0.366,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0708_2321
pair6_llama32_abliterated_deepseek3b,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.5,500,0.398,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0708_2341
pair6_llama32_abliterated_deepseek3b,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.3,500,0.38,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0708_2314
pair6_llama32_abliterated_deepseek3b,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.5,500,0.392,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0708_2334
pair6_llama32_abliterated_deepseek3b,musique,value_norm,value_norm,,0.3,500,0.236,0.324975,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_value_norm/value_norm_r0.3_0708_2306
pair6_llama32_abliterated_deepseek3b,musique,value_norm,value_norm,,0.5,500,0.35,0.517819,,snapshots/score_function_ablation/pair6_llama32_abliterated_deepseek3b/musique/mtc_value_norm/value_norm_r0.5_0708_2327
pair7_qwen25_uncensored_bespoke,hotpotqa,random,random,,0.3,500,0.118,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_random/random_r0.3_0709_0106
pair7_qwen25_uncensored_bespoke,hotpotqa,random,random,,0.5,500,0.25,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_random/random_r0.5_0709_0228
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver,receiver,16,0.3,500,0.376,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver/receiver_w16_r0.3_0709_0150
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver,receiver,16,0.5,500,0.442,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver/receiver_w16_r0.5_0709_0306
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver,receiver,8,0.3,500,0.396,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver/receiver_w8_r0.3_0709_0121
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver,receiver,8,0.5,500,0.454,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver/receiver_w8_r0.5_0709_0240
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_recency,receiver_recency,16,0.3,500,0.392,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_recency/receiver_recency_w16_r0.3_0709_0209
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_recency,receiver_recency,16,0.5,500,0.432,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_recency/receiver_recency_w16_r0.5_0709_0324
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_recency,receiver_recency,8,0.3,500,0.388,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_recency/receiver_recency_w8_r0.3_0709_0139
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_recency,receiver_recency,8,0.5,500,0.474,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_recency/receiver_recency_w8_r0.5_0709_0257
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,16,0.3,500,0.404,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0709_0200
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,16,0.5,500,0.438,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0709_0314
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,8,0.3,500,0.404,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0709_0130
pair7_qwen25_uncensored_bespoke,hotpotqa,receiver_x_value_norm,receiver_x_value_norm,8,0.5,500,0.462,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0709_0248
pair7_qwen25_uncensored_bespoke,hotpotqa,value_norm,value_norm,,0.3,500,0.124,0.324975,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_value_norm/value_norm_r0.3_0709_0040
pair7_qwen25_uncensored_bespoke,hotpotqa,value_norm,value_norm,,0.5,500,0.392,0.517896,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/hotpotqa/mtc_value_norm/value_norm_r0.5_0709_0219
pair7_qwen25_uncensored_bespoke,multifieldqa_en,random,random,,0.3,150,0.14,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_random/random_r0.3_0709_0645
pair7_qwen25_uncensored_bespoke,multifieldqa_en,random,random,,0.5,150,0.266667,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_random/random_r0.5_0709_0756
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver,receiver,16,0.3,150,0.393333,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver/receiver_w16_r0.3_0709_0721
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver,receiver,16,0.5,150,0.393333,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver/receiver_w16_r0.5_0709_0833
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver,receiver,8,0.3,150,0.38,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver/receiver_w8_r0.3_0709_0656
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver,receiver,8,0.5,150,0.426667,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver/receiver_w8_r0.5_0709_0807
